2.8931915e-316	0.0	1.2e-322	7.510116582479287e-308	9.34609789388347e-307	2.4e-322	6.90320370199996e-310	6.90320370199996e-310	2.7825477e-316	2.88365643e-316
17563.0	16040.0	16008.0	0.0	9788.0	14397.0	16467.0	17063.0	15911.0	16806.0
16169.0	16685.0	15331.0	0.0	9982.0	14590.0	16781.0	16169.0	17039.0	16234.0
17652.0	15694.0	16185.0	0.0	9821.0	14413.0	16491.0	17072.0	15960.0	16862.0
17708.0	15718.0	16218.0	0.0	9804.0	14397.0	16491.0	17072.0	15976.0	16878.0
16604.0	15557.0	16427.0	0.0	9982.0	14646.0	16846.0	16064.0	17136.0	16185.0
18240.0	15726.0	15984.0	0.0	9764.0	14332.0	16379.0	16814.0	15871.0	16588.0
18296.0	16113.0	15984.0	0.0	9796.0	14308.0	16363.0	16806.0	16967.0	15718.0
17635.0	15686.0	16250.0	0.0	9845.0	14429.0	16556.0	15492.0	16943.0	15686.0
17507.0	15799.0	16234.0	0.0	9877.0	14526.0	16620.0	15621.0	17120.0	15847.0
17917.0	15823.0	16161.0	0.0	9788.0	14397.0	16467.0	16894.0	15960.0	16709.0
16846.0	15726.0	16500.0	0.0	9821.0	14348.0	16427.0	17265.0	15734.0	16878.0
18111.0	15726.0	16000.0	0.0	9764.0	14340.0	16395.0	16822.0	15879.0	16596.0
16218.0	16781.0	15331.0	0.0	9982.0	14598.0	16781.0	16153.0	17063.0	16266.0
18361.0	16266.0	16500.0	0.0	9829.0	14324.0	16379.0	16814.0	15847.0	16556.0
17571.0	15718.0	16218.0	0.0	10030.0	14687.0	16757.0	15533.0	16532.0	15637.0
17708.0	15718.0	16209.0	0.0	9821.0	14397.0	16491.0	17063.0	15944.0	16830.0
17821.0	15791.0	16121.0	0.0	9780.0	14364.0	16427.0	16878.0	15927.0	16653.0
17523.0	15718.0	16201.0	0.0	9821.0	14429.0	16572.0	15509.0	16943.0	15750.0
16870.0	15782.0	16653.0	0.0	10030.0	14687.0	16854.0	15726.0	16532.0	15629.0
17789.0	15726.0	16072.0	0.0	9788.0	14381.0	16443.0	16894.0	15952.0	16669.0
16588.0	15460.0	16354.0	0.0	9998.0	14638.0	16830.0	16040.0	17080.0	16137.0
18256.0	15791.0	15984.0	0.0	9796.0	14284.0	16387.0	16806.0	15847.0	16556.0
16201.0	16685.0	15283.0	0.0	9941.0	14558.0	16733.0	16121.0	16991.0	16266.0
16806.0	15895.0	16620.0	0.0	9796.0	14179.0	16306.0	17192.0	15662.0	16878.0
17716.0	15710.0	16185.0	0.0	9804.0	14397.0	16491.0	17063.0	15911.0	16781.0
17474.0	16040.0	16064.0	0.0	9788.0	14397.0	16459.0	17072.0	15911.0	16814.0
17716.0	15718.0	16218.0	0.0	9812.0	14381.0	16491.0	17063.0	15936.0	16781.0
17789.0	15597.0	16016.0	0.0	9772.0	14364.0	16443.0	16870.0	15903.0	16620.0
16959.0	15831.0	16564.0	0.0	9829.0	14308.0	16387.0	17225.0	15686.0	16878.0
16491.0	16991.0	15509.0	0.0	9974.0	14614.0	16838.0	16040.0	17072.0	16129.0
16830.0	15718.0	16556.0	0.0	10022.0	14679.0	16910.0	15984.0	16500.0	15597.0
17789.0	15742.0	16137.0	0.0	9780.0	14373.0	16459.0	16894.0	15960.0	16685.0
16169.0	16685.0	15355.0	0.0	9982.0	14622.0	16814.0	16169.0	17072.0	16266.0
17716.0	15718.0	16218.0	0.0	9812.0	14413.0	16491.0	17088.0	15976.0	16830.0
16153.0	16685.0	15291.0	0.0	9917.0	14558.0	16717.0	16137.0	17007.0	16886.0
16781.0	15879.0	16604.0	0.0	10046.0	14566.0	16500.0	15597.0	16532.0	15694.0
17539.0	16008.0	16008.0	0.0	9837.0	14397.0	16814.0	16169.0	17063.0	16250.0
17523.0	15815.0	16234.0	0.0	9877.0	14510.0	16653.0	15654.0	17168.0	15911.0
16234.0	16717.0	15331.0	0.0	9982.0	14606.0	16798.0	16169.0	17072.0	16282.0
17563.0	16040.0	16008.0	0.0	9821.0	14364.0	16459.0	17072.0	15911.0	16798.0
17507.0	15782.0	16234.0	0.0	9885.0	14518.0	16620.0	15645.0	16588.0	15718.0
17789.0	15662.0	16048.0	0.0	9764.0	14348.0	16419.0	16838.0	15895.0	16604.0
16935.0	15758.0	16500.0	0.0	9804.0	14308.0	16387.0	17217.0	15710.0	16878.0
